beta_var,beta_dvar,vopt,poisson_unc
96.59279382327709,96.64140692021734,83.79468115527595,78.62882470689162
97.1560931669026,96.6713850641273,84.23483321179886,77.87071590957835
97.46918699419486,96.76999628242157,84.17312476765134,78.29220166433126
97.47772995696127,96.85860131260992,84.58898723136537,78.37625291333629
97.48341340654312,96.8871539693434,86.70641729581331,78.4445778997941
97.48766711946807,97.22027597054408,86.61471366268678,78.9518838921856
98.22403980896274,97.76074584608345,87.07638630708954,78.46398032430578
98.21686471336851,97.75213418557763,87.58669011768407,78.79541847196603
97.55619744895041,97.74352227878511,87.93971286392495,78.72218726763141
97.54758261715119,97.70917046803278,86.80699546696029,78.664683759706
97.54468754468755,97.73344773344773,86.88259688259689,78.52566852566852
97.53607230190622,97.72197514621973,86.85237884139627,78.27510760914642
97.55176753231896,97.78486443198719,86.83646035922663,79.2944171147466
97.55030245827791,97.77911250303889,87.74436197749081,79.32129220472778
97.57314875725767,97.76764007665246,86.75885936561508,78.99350742213197
97.49731855559529,98.0378977475867,86.45119771183411,79.27922774401144
97.44293804702248,97.99353583891082,85.5743378525256,78.57388021280246
97.41572873017462,97.98492627604651,85.53122720707063,79.52605008366346
97.49578101312892,97.9019478847859,85.48239466834472,79.00803752753067
97.85186138642182,97.8733141688477,85.13322177886472,79.70423763962187
97.84181922196797,97.8604118993135,85.46767734553775,79.19336384439359
97.8088931477853,97.86038129835953,85.63051531057367,78.95707890559075
97.81458279699076,97.94187476758489,85.97499928487657,74.23982379358678
97.83886608407111,97.94327559820931,86.17074531229886,76.30047055794728
97.69866697179472,97.95325819554894,85.83156931174553,75.70227129698495
97.65429450046486,97.93177429736109,85.91861546163199,75.31717085031825
97.60706010241154,97.9188717567297,86.44477500929713,76.08490431101067
97.80584440661966,97.98463805014804,86.49321299329166,76.6080700298943
97.8043826524774,97.97745737498569,85.54897585536102,76.2601556242133
97.72138862267741,98.15336642302356,85.82912560255181,76.40428544864184
97.4367043341439,98.17193534544414,86.0921184379917,76.61278787011872
97.14772060821926,98.14187014547483,86.31506672960563,76.14041110586619
97.36653887967043,98.13612176002746,86.46363792412886,76.45619957658637
97.35219648962193,98.13609509777275,86.44341768349379,77.56018710572619
96.81858495694217,98.1389294195062,86.97965839842074,76.74305495951707
96.78563765109791,98.23474715685573,86.91366855017523,76.65689149560117
96.75698100251773,98.25904097047379,86.9006065461204,77.26024261844816
96.7297540878074,98.25472440381672,87.62284880477233,78.13541621961862
96.77977740264943,98.25326886212126,87.98174587279334,78.26242453720924
96.80548203888357,98.23893792649605,87.91576658416903,77.49817599175978
96.76824034334764,98.2474964234621,88.70386266094421,77.14306151645208
96.65660452939241,98.24317944462724,88.73231376700669,77.599107283366
96.66084866519786,98.2231251251824,88.85948095796732,78.36275716043377
